Sample,Data,PM,Δm,V_amb,C_pm,110.9758,124.9914,130.0228,139.0071,152.9863,154.9656,168.9812,172.9914,187.0071,187.0071,201.0227,209.0853,138.9707,251.0961,269.0700,311.0442,167.0020,179.0020,180.9812,182.9969,194.9969,197.0125,198.9918,199.0282,210.9919,213.0074,215.0231,224.9711,229.0024,240.9660,241.9976,281.0338,297.0284,231.0696,233.0489,235.0646,247.0646,249.0438,249.0806,251.0595,263.0595,265.0393,265.0752,267.0547,279.0542,281.0700,283.0493,283.0855,295.0490,297.0648,293.1793,303.1272,309.1736,315.1271,317.1428,321.1384,323.1531,333.1013,347.1170,349.1326,211.0364,225.0062,262.0558,265.0391,278.0517,281.0325,325.0524,269.9921,310.0238,389.0140,242.9816,260.0082,273.9874,294.0653,296.0446,310.0602,312.0395,312.0759,324.0394,326.0551,328.0708,342.0500,362.1279,382.1177,257.0139,273.0063,275.0228,320.0021,217.9751,231.0333,287.0243,289.0387
emep_h10_39,02/08/19,10,30.945,766.9,40.3491844105722,146449,55781,3491375,297784,281629,0,98984,0,0,0,17396,931461,0,24317,20406,23747,190726,23571,0,60482,213011,87695,18321,41342,41839,26552,0,0,0,0,0,96781,18673,262798,614274,537676,837227,205720,1357724,321473,314927,55660,417248,102666,257286,90936,60912,111224,47221,49143,9541492,0,14178534,0,0,0,0,0,0,290637,0,0,0,0,0,96781,0,15760,0,0,0,0,0,9069919,1128037,275903,72922,400085,38299,60558,61130,227317,0,0,0,0,0,0,0,10415,0,0
emep_h10_40,02/09/19,10,8.310,765.9,10.8499520826427,856137,304964,2625436,1329036,534446,208654,0,0,0,0,61253,971111,0,302807,12748,51741,433885,17685,0,93654,133147,189032,0,107422,61763,29533,0,0,0,0,0,194577,30364,304741,696487,989461,976308,229469,1634430,352329,107918,106638,494982,141223,487836,381436,97702,146783,97180,87752,15735923,0,10844473,0,0,0,0,0,0,319553,0,0,0,45022,0,193812,0,14363,26721,0,0,0,0,9378652,988349,465315,153435,361548,161802,223871,205925,275195,0,0,0,0,0,0,0,53732,0,0
emep_h10_41,02/10/19,10,6.520,763.9,8.53464581874347,1971279,657827,1845454,2875140,861624,656308,236338,0,0,0,104371,1301558,0,972768,63032,74064,984156,16054,0,138234,84028,158691,0,196650,144798,80748,0,0,0,0,0,458384,38452,714612,1202818,2102644,1963442,475627,3452294,907278,1395634,149262,835007,205923,1320007,467833,218110,250542,137288,83051,8848949,0,18027702,0,0,0,0,0,0,0,0,0,0,425199,0,442281,74683,0,0,0,0,37115,0,23464138,1615071,1102479,331103,508724,57866,528953,514652,400519,0,0,0,0,0,0,0,101526,0,0
emep_h10_42,02/11/19,10,8.750,764.9,11.4389551985149,85501,655909,1879868,3544724,1110130,1327049,331731,0,0,0,82809,1409365,0,1075940,113690,214109,1331843,57276,0,222488,222667,678031,0,339902,246481,118530,0,0,0,0,0,1027598,68820,719644,1338051,3023295,1479280,627388,3745607,1120612,771482,212632,1213396,232617,2041061,823073,478852,365979,218235,128363,21031666,0,13051602,0,0,0,0,0,0,0,0,0,0,685651,0,1027598,103837,0,0,0,0,0,0,22874370,2349719,1204787,141458,753391,591854,475873,556843,453981,0,0,0,0,0,0,0,132024,0,0
emep_h10_43,02/12/19,10,8.640,765.0,11.294737750308,1379109,468394,2933296,1882790,1251795,729982,359541,0,0,0,28631,1256278,0,646922,113197,175255,981305,74745,0,203913,325677,618257,0,305096,402312,47296,0,0,0,0,0,665707,188844,417450,869389,995364,1138202,440273,1790355,462874,149262,135358,567194,99206,913849,500339,328457,219223,120105,109654,25728919,0,33616461,0,0,0,0,0,0,0,0,0,0,445459,0,664624,24362,0,0,0,0,0,0,14132191,1030957,483358,221405,427588,245531,269643,237779,245447,0,0,0,0,0,0,0,18039,0,0
emep_h10_44,02/13/19,10,14.070,767.2,18.3392009217826,506116,161483,1380903,913058,513163,859800,249119,0,0,0,0,12840,0,0,77517,129704,581209,0,0,0,278393,607223,0,161256,152244,0,0,0,0,0,0,517975,116863,374407,0,0,0,0,0,0,0,0,0,0,734619,548552,228039,241241,115508,91978,8650521,0,5517793,0,0,0,0,0,0,0,0,0,0,471217,0,519283,0,0,0,0,0,0,0,10914830,776402,311968,180458,343055,106160,210437,215156,287515,0,0,0,0,0,0,0,22095,0,0
emep_h10_BL7,,10,,,,108108,52314,2205630,385973,23142,59198,0,0,0,0,25937,3853673,0,1764563,116841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115383,103192,202601,49416,0,64422,45085,15692,59673,23687,68787,87887,0,36647,29337,29690,1824628,0,1637061,0,0,0,0,0,0,101987,0,0,0,15681,0,0,23589,0,14067,0,0,0,0,406745,269595,22679,0,39424,65650,0,0,148101,0,0,0,0,0,0,0,11279,0,0
emep_h10_156,06/05/19,10,23.460,787.1,29.8038358781778,587722,0,1598378,1458646,907669,391891,115067,0,15985,161964,182479,1393209,86216,942541,611132,194526,110798,0,0,0,0,1126190,0,173737,178158,173995,210786,0,0,0,0,650132,123239,404092,2293269,9204489,1449121,333151,12140088,3965700,1870654,367767,1485725,1378505,1777494,1517606,281708,277925,713430,599572,41525794,0,140386014,0,0,0,0,0,0,0,0,0,0,975352,0,775799,0,0,0,0,0,0,0,9086864,2211152,407684,349444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
emep_h10_157,06/06/19,10,14.910,786.1,18.9661598423685,3334468,0,2091785,1385249,2073690,231968,142783,0,128132,68290,21559,1050759,93518,964752,616355,357992,124462,0,0,0,0,671198,0,336414,431274,173995,178885,0,0,0,0,985542,226876,693570,4008977,9561526,2548565,608923,12623711,4797671,2558652,974453,196627,1777210,2750454,3051127,356722,336427,1080774,1006354,33605614,0,142995360,0,0,0,0,0,0,0,0,0,0,1220462,0,2050607,0,0,0,0,0,0,0,23930106,1393695,715261,170606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
emep_h10_158,06/07/19,10,10.940,786.3,13.9129284679625,4098347,0,2776279,1979518,2992941,391962,106636,0,108241,80536,0,1293921,81005,817108,886448,494971,147599,0,0,0,0,803910,0,317085,1311743,103788,1780825,0,0,0,0,2051247,336513,634815,3346347,6596458,2002597,596202,6194386,3993847,1883842,1219326,1997153,2204519,3139260,2744288,611221,999113,1421689,1259265,53644251,0,142259178,0,0,0,0,0,0,0,0,0,0,367791,0,650195,0,0,0,0,0,0,0,16610285,1284822,271561,162892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
emep_h10_159,06/08/19,10,14.720,790.5,18.6215734470532,1535295,0,2822338,1348724,2169016,374866,101898,0,148309,256485,387529,1186703,0,0,50736,987293,378686,0,32729,0,244244,1195997,0,497199,850161,198002,0,0,0,0,0,3501353,448524,573553,1238440,9467957,2733817,891261,2461831,8517438,4135546,2206892,3848218,5327627,5448938,18801823,1196542,3193332,3457469,3119575,30272343,0,139443869,0,0,0,0,0,0,0,0,322972,0,0,0,0,0,0,0,0,568574,0,0,29266491,2213976,1173582,593432,659323,276789,1249175,739951,1128772,0,0,0,0,0,0,0,0,0,0
emep_h10_160,06/09/19,10,18.980,791.6,23.9778160984885,1168824,0,2769357,688848,2849235,436988,179203,0,133668,208970,2676539,1478368,0,0,1313299,543224,950553,0,37834,0,197813,1143795,0,387007,1200589,173139,84864,0,0,0,0,2369113,326993,817414,2357495,8162203,2481216,760797,22206537,5664177,3499242,1309707,2582488,3026996,4168427,3269422,659791,1288670,1875025,1704571,49344992,0,162410488,0,0,0,0,0,0,0,0,261761,0,0,0,0,0,0,0,0,503119,0,0,33581865,1782403,1011436,268029,288574,0,774083,313574,778304,0,0,0,0,0,0,0,0,0,0
emep_h10_161,06/10/19,10,21.480,791.7,27.1321746160065,1767744,0,2549101,1366468,4969387,566709,292818,0,178494,203980,498364,1067341,0,0,1442694,720145,1565202,0,52428,0,279115,1294716,0,442826,1982056,118991,0,0,0,0,0,2858942,400253,1834832,1952118,10866837,5078597,1019286,19680247,8371040,4709880,1818022,3132261,4099060,4983739,3866441,923793,2001710,2297635,1982563,40738764,0,145150342,0,0,0,0,0,0,0,0,69553,0,0,0,0,0,0,0,0,344956,0,0,49830091,2758326,583683,740309,342546,638724,1498185,811689,1481323,0,0,0,0,0,0,0,0,0,0
emep_h10_162,06/11/19,10,21.030,787.7,26.6976764261929,2633245,0,2502720,1630226,5811138,1254691,546830,387439,170436,774529,302454,1246583,0,1109479,114380,869396,1481629,71977,62766,431502,306991,8740663,58022,1985112,250895,244551,0,0,0,0,3641339,3641339,575286,379930,868618,3951853,515637,767973,4003914,4199449,879834,1855653,2054292,3500494,3844326,2740932,822639,2109992,1939096,1762028,31119556,0,136931222,0,0,0,0,0,0,0,0,949442,0,1855653,0,3642640,47706,0,0,0,0,0,0,20653815,964200,0,491235,858366,306067,634985,602036,645863,0,0,0,0,0,0,0,0,0,0
emep_h10_BL19,,10,,,,684221,158605,3003285,1355775,378379,696729,122013,0,0,197331,141462,929632,0,1128977,254702,60732,119113,23923,0,51350,0,0,419033,64966,35605,34252,0,0,0,0,147302,147302,25486,1342694,61262,283228,0,0,224987,436871,88954,78469,320191,331167,345462,429473,0,0,151285,0,63410022,0,167470230,0,0,0,0,0,0,0,0,0,0,78478,0,146002,0,0,0,0,0,0,0,815912,334432,0,0,66031,0,47779,0,0,0,0,0,0,0,0,0,0,0,0
emep_h10_187,07/06/19,10,18.610,800.2,23.2578484303141,3015568,515770,2524952,4636127,4664780,1406629,2700227,0,1370196,331963,653984,2982385,155867,1314416,2525797,1324709,1030412,76612,75282,690447,2218795,1777533,303903,1150204,5513342,940479,2366229,0,113056,0,0,4314109,797436,624714,2391152,6799827,2279388,1176907,21579545,5124668,4068105,5775407,2526904,4202971,5364402,4330980,1606285,2201294,3936276,2857508,103655863,0,105121944,0,0,0,0,0,0,0,0,0,0,2161620,0,4315224,0,0,0,0,0,0,0,30659902,1621334,1313503,288807,172222,248114,428134,755892,0,0,0,0,0,0,0,0,0,0,0
emep_h10_188,07/07/19,10,17.930,800.0,22.4116595627665,3243984,655067,2501465,4349582,7872205,1650675,1301130,0,1061306,343611,1729774,3259560,17298,1642294,2444568,2378756,1751002,116174,136024,1183722,1544448,2605782,501132,1574020,10276713,1643813,3493802,0,141273,0,0,7816424,1462805,5816002,1511406,6523357,1845916,1709480,21451122,6227339,4312024,3326076,3410676,6057452,7717836,5716507,2371680,2848360,6228117,4021011,80291538,0,164778520,0,0,0,0,0,0,0,0,0,0,3585000,0,7816424,0,0,0,0,0,0,0,15181683,2163779,1305160,424894,1088752,355517,337220,1064193,0,0,0,0,0,0,0,0,0,0,0
emep_h10_189,07/08/19,10,18.360,799.0,22.9790397614987,3015568,502786,2044574,2925768,8814091,5531683,2700227,0,358994,349636,242542,4672973,260250,1360694,3295708,2361980,2330731,191636,162209,1944858,2218795,3676586,1598911,2344627,13574748,3025611,4947619,0,287500,0,0,9866152,2538281,30579668,2191465,817180,109907,1867188,30105104,8259384,5775407,3924659,3390384,6945809,8606896,4427735,3323370,4578546,7457335,4182591,93330290,0,172611677,0,0,0,0,0,0,0,0,0,0,4307009,0,9866152,0,0,0,0,0,0,0,35497568,5217822,757704,543447,1298970,326481,431646,1204960,0,0,0,0,0,0,0,0,0,0,0
emep_h10_190,07/09/19,10,5.640,362.8,15.5474265425448,1089400,199549,3103564,853840,3352579,1016246,402502,0,236099,72332,66592,1212549,56640,276149,757287,938724,747814,46906,37877,458681,412728,1072278,297169,426193,2126149,572510,872707,0,0,0,0,3028055,681541,685143,3057572,5393092,532181,667707,16278533,3062081,1498958,1304453,1275582,2387481,3527057,1697563,910381,943529,2093660,1089466,33724580,0,118764037,0,0,0,0,0,0,0,190946,1167537,0,1297161,0,3032139,0,0,0,0,0,0,0,25029679,921716,839355,153087,401661,224440,225104,318268,510065,0,0,0,0,0,0,0,0,0,0
emep_h10_191,07/10/19,10,17.520,801.3,21.8657254753174,3692252,16213,2422170,1868896,11350592,5554894,2124823,0,157497,254897,0,1494069,214300,543570,3586624,3624320,2664154,198193,217035,1542663,1720888,2742816,1183391,1731029,12280742,2658739,5116845,0,0,0,0,11628774,2853179,692717,4877294,12230130,1086495,2380909,37723570,9767460,2243544,4584890,4800615,8502100,11450552,6750063,1561331,4299235,8544965,3714002,50238748,0,126469406,0,0,0,0,0,0,0,168419,6256555,0,4584830,0,11628774,0,0,0,0,0,0,0,33885549,4428261,1820894,531366,1642864,580988,1202134,1505225,1030571,0,0,0,0,0,0,0,0,0,0
emep_h10_192,07/11/19,10,21.870,802.5,27.2519968598524,2829725,352456,2756791,1660677,9561287,1696300,831099,0,199836,255499,0,1495463,167338,394370,2260942,2537084,2325075,100577,170333,823114,1226806,1789222,520281,1503980,10427415,2076990,5161536,0,0,0,0,8968100,1660418,847858,2609510,7408172,1016833,2313716,26819678,7830859,1054455,3215978,3238040,7658401,10446043,6835222,2817103,1270935,7221560,3108045,31389885,0,122028618,0,0,0,0,0,0,0,74233,2504416,0,6431976,0,9134152,0,0,0,0,0,0,0,28225409,3205231,1630209,434706,1018544,577789,1109761,1017536,905993,0,0,0,0,0,0,0,0,0,0
emep_h10_193,07/12/19,10,20.170,798.3,25.2651778959131,2129700,263571,2258675,1732519,5160983,1014524,577908,0,402925,300492,1557057,2466099,132790,0,1595430,1383914,1679094,81837,54614,653167,581701,1342427,241117,656849,3011912,746424,984823,0,56081,0,0,5527910,1017664,1556541,1395462,7234209,1821043,1821043,22274257,9738505,422857,2965446,2078941,5298974,6770148,5005757,2106182,2106182,4238288,1884460,17245232,0,120185352,0,0,0,0,0,0,0,212201,945395,0,2965461,0,5527910,0,0,182529,45883,0,0,0,61023758,8101353,0,1007498,0,587213,1321518,1101709,1192903,0,0,0,0,157408,0,0,0,0,0
emep_h10_BL17,,10,,,,804867,734263,3070800,5391623,200842,758512,495609,10462,1906364,0,0,1399096,76377,0,137345,36570,195989,0,0,80179,140733,268155,138792,39192,78858,0,60630,0,114986,0,0,153426,37958,5325520,46475,306445,0,147070,245474,422857,79669,68051,85426,288168,262842,325561,0,167792,142806,172378,56149685,0,146944579,0,0,0,0,0,0,0,0,95790,0,68039,0,152491,0,0,0,0,0,0,0,581665,3250835,0,0,866108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
emep_h10_214,08/02/19,10,22.270,796.4,27.9641074966912,4533497,0,1903580,2216744,14294574,25814932,4166057,0,123345,143372,0,3897843,1421033,551466,3307202,3779674,3505882,239957,230865,2581545,2322102,3045421,2741824,1352348,15180422,4295301,5656996,36269,1086164,0,0,6762880,2729029,468427,1170937,830964,914145,2005723,22805108,6717326,3846683,8603375,10161138,5700310,10549396,7301593,1603275,3678388,7963733,3739606,41633869,0,70712563,0,0,0,0,0,0,0,0,0,0,4287164,0,11103575,0,0,0,0,0,0,0,18776568,3662909,0,0,897151,0,0,0,0,0,0,0,0,0,0,0,0,0,0
emep_h10_215,08/03/19,10,25.120,798.4,31.4628864442804,3441255,0,2504921,1755725,10744888,11942184,2276125,0,112671,128348,0,1543535,604554,494437,295841,2589181,2290399,123558,205562,1386881,1343432,1687953,1383113,1073321,10242020,2623327,3501741,0,509472,0,0,6083832,1959081,611666,1234920,5815525,715824,1491074,13711000,5411834,3378704,6817744,7697003,5537634,42439227,5537634,1096866,3258012,5609721,2570148,54230209,0,129584765,0,0,0,0,0,0,0,0,0,0,3765012,0,8879000,0,0,0,0,0,0,0,32644261,2740035,0,0,865918,0,0,0,0,0,0,0,0,0,0,0,0,0,0
emep_h10_216,08/04/19,10,23.160,800.6,28.9276533877581,5909212,0,2141305,3021018,17564497,42219525,7443578,0,125893,160461,0,3854784,2967812,1017625,4805155,5124405,4238087,285520,352724,4637171,352756,5248016,6824227,2119787,20899066,7367392,9281743,61857,2034754,0,0,9632933,3629696,714524,2976999,9648639,998100,2365435,23989812,9058035,4102908,11569793,12408890,9110054,12762766,5537634,2978305,1700346,10282606,4772375,57599835,0,72775543,0,0,0,0,0,0,0,0,0,0,6172152,0,16838317,0,0,0,0,0,1373197,24848346,34570146,2737035,0,852357,865918,404389,0,1434419,1032518,0,0,0,0,0,0,0,0,0,0
emep_h10_217,08/05/19,10,22.990,798.1,28.8064915472557,3195388,0,2557420,2601271,12794325,11760979,2467038,0,92821,92612,0,997204,566101,0,1851225,2305592,2314965,14786,183980,2922734,1571017,3077731,2596137,850418,10643794,2853069,4989454,0,549458,0,0,3604681,1699268,617972,2005264,3472204,0,1346067,8433178,5742052,1444616,3130269,2314768,5387581,6601715,4786534,2451722,1163805,2701662,2239896,37411533,0,125728030,0,0,0,0,0,0,0,0,3046248,0,3130201,0,3604681,843002,0,0,0,0,325915,0,20747343,1483516,1309333,0,0,0,0,828374,828374,0,0,0,0,0,0,0,0,0,0
emep_h10_218,08/06/19,10,26.910,795.4,33.8319065932613,3425589,0,1866749,3113210,14019261,22128237,4065821,0,300115,204672,0,1099055,2205331,0,2131913,2570539,2947034,18276,261389,1726730,1310000,2383974,2682306,783291,11993668,2738410,3146395,0,801131,0,0,4949182,1929773,739372,1499620,3554716,0,1345693,8266378,5459922,1787909,2945455,2959451,5715745,6356128,3852160,25750128,1571996,4898979,2324176,59533870,0,150149874,0,0,0,0,0,0,0,0,2227899,0,3267995,0,4949182,921569,0,0,0,0,244435,0,21803451,1928114,1419401,0,935653,0,0,646083,835683,0,0,0,0,0,0,0,0,0,0
emep_h10_219,08/07/19,10,20.710,797.2,25.9792717775543,3155143,0,1991810,2868761,8834154,171167259,3194907,0,0,0,0,1858955,1188073,0,1847013,2078392,1815187,177202,148135,1351861,1983117,1675186,1400841,10643794,8432139,2615295,3256715,0,863334,0,0,2993006,1433198,60121,1004696,4674169,0,1200980,8237852,5001466,1352962,2486819,2185751,4367003,4786534,3441998,2594424,2701662,4082025,2197197,44080223,0,120345411,0,0,0,0,0,0,0,0,1783665,0,2490280,0,2993006,809845,0,0,0,0,201808,0,12301358,1739587,1309333,0,56255,0,0,1557928,688936,0,0,0,0,0,0,0,0,0,0
emep_h10_220,08/08/19,10,15.190,799.2,19.0067205461524,2043891,0,1993198,1403161,3554759,10141014,1443606,0,302509,343793,0,2284146,629538,0,1903378,1300135,973556,0,87354,1129012,720930,33782,1951893,175404,2982244,1528371,2848304,0,661709,0,0,3225426,887289,671436,1025055,3848583,0,1153081,11310757,4177147,1151480,1473804,1304234,3035354,4207078,2576661,1661267,2256363,216437,1572828,39175565,0,122816718,0,0,0,0,0,0,0,0,0,0,1473804,0,2158673,0,0,0,0,0,98492,0,17711938,1185996,0,0,0,0,282377,0,0,0,0,0,0,0,0,0,0,0,0
emep_h10_BL19,,10,,,,684221,158605,3003285,1355775,178379,696729,122013,0,197331,0,141462,1129399,236258,0,179436,109718,173488,0,0,94859,333782,135340,175404,32797,297366,95594,115744,0,0,0,0,241250,87834,667487,35313,250233,0,145615,276042,457626,0,92599,244594,307151,308272,274442,0,216437,164335,189195,46178721,0,122816718,0,0,0,0,0,0,0,0,0,0,100742,0,452941,0,0,0,0,0,0,0,681569,121938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
emep_h10_336,12/02/19,10,7.180,770.2,9.32203609887079,1035539,268584,6380969,1634545,827623,470235,278541,0,0,13220,0,1227128,629538,0,1903378,1300135,933635,0,0,0,318557,322780,46027,191511,270223,0,0,0,0,0,0,0,99062,3141325,704413,7360606,3553250,195522,6352711,921192,590656,249016,797282,643133,981445,576684,265956,176164,209069,374438,5061223,0,5930813,0,0,0,0,0,0,0,0,283596,0,249016,0,343581,0,0,74064,0,0,68998,11225,47071851,2986968,1735475,199591,308484,191870,394687,372011,362627,0,0,0,0,0,0,0,48267,0,0
emep_h10_337,12/03/19,10,6.290,769.9,8.16967996674975,693187,326473,4488096,2289552,1039256,720400,207467,0,0,40741,0,1364439,236258,0,179436,109718,499699,0,0,0,345158,511733,0,306684,296678,0,0,0,0,0,0,0,144555,1666168,765803,5123862,1949376,169073,6151331,1363027,494733,343600,1183322,831845,1420942,829508,369897,296224,262411,299610,19939457,0,16416656,0,0,0,0,0,0,0,0,371823,0,343288,0,647779,0,0,101635,0,0,81183,39936,49854504,2095745,1889867,264550,310813,295014,384889,495051,316746,0,0,0,0,0,0,0,52317,0,0
emep_h10_338,12/04/19,10,7.430,771.7,9.62794410349983,285792,112768,1406037,900406,452827,630600,173289,0,0,17151,0,972563,0,527780,78418,85931,477861,0,0,0,166695,225128,0,37757,152204,55754,0,0,0,0,0,399234,23304,831632,422078,1636119,894530,125409,2124005,964296,227941,558627,287948,959297,828044,588630,225154,212842,206843,136178,6891213,0,6381358,0,0,0,0,0,0,0,0,427117,0,227956,0,399234,0,0,966410,0,0,28689,0,27845049,1270183,908069,215337,210465,278588,363883,250079,299985,0,0,0,0,0,0,0,25556,0,0
emep_h10_339,12/05/19,10,10.130,769.6,13.162955570802,3906006,685429,4633234,2595619,1848849,1225620,747025,0,0,0,31530,1443765,0,751758,150915,237057,1021098,0,0,0,303958,667576,105733,342658,383104,204853,86939,0,37132,0,0,965438,257684,1781598,644092,4581059,1887442,227407,3986064,2487262,451326,968244,564442,1563847,1249102,684017,502930,197540,358506,273666,26831290,0,17602965,0,0,0,0,0,0,0,0,572954,0,451326,0,966410,0,0,96841,0,0,98346,0,54637828,2731621,1681534,335650,485019,564564,420727,649891,518521,0,0,0,0,0,0,0,38596,0,0
